import time: self [us] | cumulative | imported package
import time:       315 |        315 |         openai._legacy_response
import time:        53 |         53 |         httpx_aiohttp
import time:      1093 |       2213 |       openai._base_client
import time:       603 |       5247 |     openai._client
import time:       222 |        222 |     openai._utils._resources_proxy
import time:       222 |        222 |         openai.lib._pydantic
import time:       528 |        749 |       openai.lib._tools
import time:       383 |        383 |         openai.lib._parsing._completions
import time:        91 |        474 |       openai.lib._parsing
import time:       185 |       1407 |     openai.lib
import time:       363 |        363 |     openai.lib.azure
import time:       686 |        686 |             openai.lib._bedrock_auth
import time:      1048 |       1733 |           openai.providers.bedrock
import time:       203 |       1936 |         openai.providers
import time:         7 |       1942 |       openai.providers.bedrock
import time:       920 |       2862 |     openai.lib.bedrock
import time:       195 |        195 |     openai.version
import time:       127 |        127 |     openai.lib._old_api
import time:       715 |        715 |           openai.types.beta.thread
import time:       221 |        221 |               openai.types.beta.function_tool
import time:       465 |        465 |               openai.types.beta.file_search_tool
import time:       299 |        299 |               openai.types.beta.code_interpreter_tool
import time:       274 |       1258 |             openai.types.beta.assistant_tool
import time:       176 |        176 |             openai.types.beta.assistant_response_format_option
import time:       976 |       2409 |           openai.types.beta.assistant
import time:       574 |        574 |             openai.types.beta.beta_custom_tool
import time:       335 |        335 |             openai.types.beta.beta_computer_tool
import time:       390 |        390 |             openai.types.beta.beta_function_tool
import time:       527 |        527 |             openai.types.beta.beta_namespace_tool
import time:       500 |        500 |             openai.types.beta.beta_web_search_tool
import time:       263 |        263 |             openai.types.beta.beta_apply_patch_tool
import time:       688 |        688 |             openai.types.beta.beta_file_search_tool
import time:       430 |        430 |             openai.types.beta.beta_tool_search_tool
import time:       252 |        252 |                   openai.types.beta.beta_inline_skill_source
import time:       257 |        509 |                 openai.types.beta.beta_inline_skill
import time:       222 |        222 |                 openai.types.beta.beta_skill_reference
import time:       225 |        225 |                 openai.types.beta.beta_container_network_policy_disabled
import time:       221 |        221 |                   openai.types.beta.beta_container_network_policy_domain_secret
import time:       256 |        477 |                 openai.types.beta.beta_container_network_policy_allowlist
import time:       336 |       1766 |               openai.types.beta.beta_container_auto
import time:       214 |        214 |                 openai.types.beta.beta_local_skill
import time:       283 |        497 |               openai.types.beta.beta_local_environment
import time:       225 |        225 |               openai.types.beta.beta_container_reference
import time:       331 |       2818 |             openai.types.beta.beta_function_shell_tool
import time:       401 |        401 |             openai.types.beta.beta_web_search_preview_tool
import time:       267 |        267 |             openai.types.beta.beta_computer_use_preview_tool
import time:      1498 |       8686 |           openai.types.beta.beta_tool
import time:       370 |        370 |             openai.types.beta.beta_response_error
import time:       471 |        471 |             openai.types.beta.beta_response_usage
import time:       443 |        443 |               openai.types.beta.beta_response_input_file
import time:       467 |        467 |               openai.types.beta.beta_response_input_text
import time:       317 |        317 |               openai.types.beta.beta_response_input_image
import time:       387 |       1613 |             openai.types.beta.beta_response_prompt
import time:       303 |        303 |             openai.types.beta.beta_response_status
import time:       246 |        246 |             openai.types.beta.beta_tool_choice_mcp
import time:       261 |        261 |             openai.types.beta.beta_tool_choice_shell
import time:       414 |        414 |             openai.types.beta.beta_tool_choice_types
import time:       227 |        227 |             openai.types.beta.beta_tool_choice_custom
import time:       198 |        198 |                   openai.types.beta.beta_response_input_content
import time:       159 |        356 |                 openai.types.beta.beta_response_input_message_content_list
import time:       310 |        666 |               openai.types.beta.beta_easy_input_message
import time:       768 |        768 |                 openai.types.beta.beta_response_output_text
import time:       156 |        156 |                 openai.types.beta.beta_response_output_refusal
import time:       626 |       1549 |               openai.types.beta.beta_response_output_message
import time:       535 |        535 |               openai.types.beta.beta_response_reasoning_item
import time:       667 |        667 |               openai.types.beta.beta_response_custom_tool_call
import time:       934 |        934 |                 openai.types.beta.beta_computer_action
import time:       191 |        191 |                 openai.types.beta.beta_computer_action_list
import time:       617 |       1741 |               openai.types.beta.beta_response_computer_tool_call
import time:       625 |        625 |               openai.types.beta.beta_response_function_tool_call
import time:       383 |        383 |               openai.types.beta.beta_response_input_text_content
import time:       674 |        674 |               openai.types.beta.beta_response_function_web_search
import time:       247 |        247 |               openai.types.beta.beta_response_input_image_content
import time:       302 |        302 |               openai.types.beta.beta_response_compaction_item_param
import time:       621 |        621 |               openai.types.beta.beta_response_file_search_tool_call
import time:       516 |        516 |               openai.types.beta.beta_response_custom_tool_call_output
import time:       527 |        527 |               openai.types.beta.beta_response_code_interpreter_tool_call
import time:       438 |        438 |               openai.types.beta.beta_response_tool_search_output_item_param
import time:       254 |        254 |                   openai.types.beta.beta_response_input_file_content
import time:       207 |        461 |                 openai.types.beta.beta_response_function_call_output_item
import time:       206 |        666 |               openai.types.beta.beta_response_function_call_output_item_list
import time:       325 |        325 |               openai.types.beta.beta_response_function_shell_call_output_content
import time:       316 |        316 |               openai.types.beta.beta_response_computer_tool_call_output_screenshot
import time:      6354 |      17144 |             openai.types.beta.beta_response_input_item
import time:       365 |        365 |             openai.types.beta.beta_tool_choice_allowed
import time:        85 |         85 |             openai.types.beta.beta_tool_choice_options
import time:       318 |        318 |               openai.types.beta.beta_response_compaction_item
import time:       357 |        357 |               openai.types.beta.beta_response_tool_search_call
import time:       777 |        777 |               openai.types.beta.beta_response_apply_patch_tool_call
import time:       405 |        405 |               openai.types.beta.beta_response_tool_search_output_item
import time:       241 |        241 |                 openai.types.beta.beta_response_local_environment
import time:       240 |        240 |                 openai.types.beta.beta_response_container_reference
import time:       499 |        979 |               openai.types.beta.beta_response_function_shell_tool_call
import time:       548 |        548 |               openai.types.beta.beta_response_apply_patch_tool_call_output
import time:       313 |        313 |               openai.types.beta.beta_response_custom_tool_call_output_item
import time:       457 |        457 |               openai.types.beta.beta_response_computer_tool_call_output_item
import time:       511 |        511 |               openai.types.beta.beta_response_function_tool_call_output_item
import time:       592 |        592 |               openai.types.beta.beta_response_function_shell_tool_call_output
import time:      2908 |       8159 |             openai.types.beta.beta_response_output_item
import time:       238 |        238 |                 openai.types.beta.beta_response_format_text_json_schema_config
import time:       228 |        465 |               openai.types.beta.beta_response_format_text_config
import time:       283 |        748 |             openai.types.beta.beta_response_text_config
import time:       286 |        286 |             openai.types.beta.beta_tool_choice_function
import time:       245 |        245 |             openai.types.beta.beta_tool_choice_apply_patch
import time:      2069 |      32999 |           openai.types.beta.beta_response
import time:       313 |        313 |           openai.types.beta.thread_deleted
import time:       269 |        269 |             openai.types.beta.beta_custom_tool_param
import time:       177 |        177 |             openai.types.beta.beta_computer_tool_param
import time:       215 |        215 |             openai.types.beta.beta_function_tool_param
import time:       241 |        241 |             openai.types.beta.beta_namespace_tool_param
import time:       243 |        243 |             openai.types.beta.beta_web_search_tool_param
import time:       169 |        169 |             openai.types.beta.beta_apply_patch_tool_param
import time:       324 |        324 |             openai.types.beta.beta_file_search_tool_param
import time:       200 |        200 |             openai.types.beta.beta_tool_search_tool_param
import time:       216 |        216 |                   openai.types.beta.beta_inline_skill_source_param
import time:       187 |        402 |                 openai.types.beta.beta_inline_skill_param
import time:       562 |        562 |                 openai.types.beta.beta_skill_reference_param
import time:       177 |        177 |                 openai.types.beta.beta_container_network_policy_disabled_param
import time:       228 |        228 |                   openai.types.beta.beta_container_network_policy_domain_secret_param
import time:       192 |        420 |                 openai.types.beta.beta_container_network_policy_allowlist_param
import time:       227 |       1785 |               openai.types.beta.beta_container_auto_param
import time:       184 |        184 |                 openai.types.beta.beta_local_skill_param
import time:       101 |        284 |               openai.types.beta.beta_local_environment_param
import time:       180 |        180 |               openai.types.beta.beta_container_reference_param
import time:       204 |       2452 |             openai.types.beta.beta_function_shell_tool_param
import time:       222 |        222 |             openai.types.beta.beta_web_search_preview_tool_param
import time:       180 |        180 |             openai.types.beta.beta_computer_use_preview_tool_param
import time:       649 |       5334 |           openai.types.beta.beta_tool_param
import time:       370 |        370 |           openai.types.beta.chatkit_workflow
import time:       306 |        306 |           openai.types.beta.assistant_deleted
import time:       358 |        358 |             openai.types.beta.beta_response_input_message_item
import time:       187 |        187 |             openai.types.beta.beta_response_custom_tool_call_item
import time:       177 |        177 |             openai.types.beta.beta_response_function_tool_call_item
import time:      2746 |       3467 |           openai.types.beta.beta_response_item
import time:       197 |        197 |           openai.types.beta.beta_response_input
import time:       200 |        200 |           openai.types.beta.function_tool_param
import time:       223 |        223 |             openai.types.beta.file_search_tool_param
import time:       168 |        168 |             openai.types.beta.code_interpreter_tool_param
import time:       180 |        570 |           openai.types.beta.assistant_tool_param
import time:       169 |        169 |                   openai.types.beta.threads.run_status
import time:       716 |        716 |                       openai.types.beta.assistant_tool_choice_function
import time:       260 |        976 |                     openai.types.beta.assistant_tool_choice
import time:       167 |       1142 |                   openai.types.beta.assistant_tool_choice_option
import time:       333 |        333 |                   openai.types.beta.threads.required_action_function_tool_call
import time:      1031 |       2674 |                 openai.types.beta.threads.run
import time:       411 |        411 |                     openai.types.beta.threads.file_path_annotation
import time:       288 |        288 |                     openai.types.beta.threads.file_citation_annotation
import time:       177 |        876 |                   openai.types.beta.threads.annotation
import time:       269 |       1145 |                 openai.types.beta.threads.text
import time:       212 |        212 |                     openai.types.beta.threads.text_content_block
import time:       191 |        191 |                     openai.types.beta.threads.refusal_content_block
import time:       261 |        261 |                       openai.types.beta.threads.image_url
import time:       208 |        468 |                     openai.types.beta.threads.image_url_content_block
import time:       139 |        139 |                       openai.types.beta.threads.image_file
import time:       207 |        345 |                     openai.types.beta.threads.image_file_content_block
import time:       210 |       1424 |                   openai.types.beta.threads.message_content
import time:       659 |       2083 |                 openai.types.beta.threads.message
import time:       232 |        232 |                     openai.types.beta.threads.file_path_delta_annotation
import time:       240 |        240 |                     openai.types.beta.threads.file_citation_delta_annotation
import time:        94 |        565 |                   openai.types.beta.threads.annotation_delta
import time:       289 |        853 |                 openai.types.beta.threads.text_delta
import time:       246 |        246 |                     openai.types.beta.threads.text_delta_block
import time:       227 |        227 |                     openai.types.beta.threads.refusal_delta_block
import time:       141 |        141 |                       openai.types.beta.threads.image_url_delta
import time:       196 |        336 |                     openai.types.beta.threads.image_url_delta_block
import time:       259 |        259 |                       openai.types.beta.threads.image_file_delta
import time:       269 |        528 |                     openai.types.beta.threads.image_file_delta_block
import time:        98 |       1432 |                   openai.types.beta.threads.message_content_delta
import time:       295 |       1727 |                 openai.types.beta.threads.message_delta
import time:       108 |        108 |                 openai.types.beta.threads.image_url_param
import time:       240 |        240 |                 openai.types.beta.threads.message_deleted
import time:       226 |        226 |                 openai.types.beta.threads.run_list_params
import time:        88 |         88 |                 openai.types.beta.threads.image_file_param
import time:       343 |        343 |                             openai.types.beta.threads.runs.function_tool_call
import time:       599 |        599 |                             openai.types.beta.threads.runs.file_search_tool_call
import time:       457 |        457 |                             openai.types.beta.threads.runs.code_interpreter_tool_call
import time:       187 |       1585 |                           openai.types.beta.threads.runs.tool_call
import time:       228 |       1812 |                         openai.types.beta.threads.runs.tool_calls_step_details
import time:       207 |        207 |                         openai.types.beta.threads.runs.message_creation_step_details
import time:       650 |       2668 |                       openai.types.beta.threads.runs.run_step
import time:       220 |        220 |                             openai.types.beta.threads.runs.function_tool_call_delta
import time:       144 |        144 |                             openai.types.beta.threads.runs.file_search_tool_call_delta
import time:       142 |        142 |                               openai.types.beta.threads.runs.code_interpreter_logs
import time:       213 |        213 |                               openai.types.beta.threads.runs.code_interpreter_output_image
import time:       361 |        715 |                             openai.types.beta.threads.runs.code_interpreter_tool_call_delta
import time:        86 |       1164 |                           openai.types.beta.threads.runs.tool_call_delta
import time:       224 |       1387 |                         openai.types.beta.threads.runs.tool_call_delta_object
import time:       207 |        207 |                         openai.types.beta.threads.runs.run_step_delta_message_delta
import time:       623 |       2215 |                       openai.types.beta.threads.runs.run_step_delta
import time:        97 |         97 |                       openai.types.beta.threads.runs.run_step_include
import time:       131 |        131 |                       openai.types.beta.threads.runs.step_list_params
import time:       170 |        170 |                       openai.types.beta.threads.runs.run_step_delta_event
import time:       108 |        108 |                       openai.types.beta.threads.runs.step_retrieve_params
import time:       203 |       5588 |                     openai.types.beta.threads.runs
import time:         9 |       5597 |                   openai.types.beta.threads.runs.run_step_include
import time:       186 |        186 |                     openai.types.beta.threads.text_content_block_param
import time:        91 |         91 |                     openai.types.beta.threads.image_url_content_block_param
import time:        93 |         93 |                     openai.types.beta.threads.image_file_content_block_param
import time:       101 |        469 |                   openai.types.beta.threads.message_content_part_param
import time:       615 |        615 |                       openai.types.beta.assistant_tool_choice_function_param
import time:       202 |        817 |                     openai.types.beta.assistant_tool_choice_param
import time:       176 |        993 |                   openai.types.beta.assistant_tool_choice_option_param
import time:       191 |        191 |                   openai.types.beta.assistant_response_format_option_param
import time:       440 |       7688 |                 openai.types.beta.threads.run_create_params
import time:       105 |        105 |                 openai.types.beta.threads.run_update_params
import time:       179 |        179 |                 openai.types.beta.threads.message_delta_event
import time:       112 |        112 |                 openai.types.beta.threads.message_list_params
import time:       153 |        153 |                 openai.types.beta.threads.message_create_params
import time:        91 |         91 |                 openai.types.beta.threads.message_update_params
import time:       145 |        145 |                 openai.types.beta.threads.run_submit_tool_outputs_params
import time:       269 |      17875 |               openai.types.beta.threads
import time:         7 |      17882 |             openai.types.beta.threads.message_content_part_param
import time:       426 |      18308 |           openai.types.beta.thread_create_params
import time:       315 |        315 |           openai.types.beta.thread_update_params
import time:       187 |        187 |           openai.types.beta.assistant_list_params
import time:      1705 |       1705 |           openai.types.beta.assistant_stream_event
import time:       286 |        286 |             openai.types.beta.beta_response_includable
import time:       252 |        252 |                   openai.types.beta.beta_response_input_file_param
import time:       194 |        194 |                   openai.types.beta.beta_response_input_text_param
import time:       195 |        195 |                   openai.types.beta.beta_response_input_image_param
import time:       172 |        811 |                 openai.types.beta.beta_response_input_message_content_list_param
import time:       199 |       1010 |               openai.types.beta.beta_easy_input_message_param
import time:       339 |        339 |                 openai.types.beta.beta_response_output_text_param
import time:       195 |        195 |                 openai.types.beta.beta_response_output_refusal_param
import time:       222 |        756 |               openai.types.beta.beta_response_output_message_param
import time:       233 |        233 |               openai.types.beta.beta_response_reasoning_item_param
import time:       248 |        248 |               openai.types.beta.beta_response_custom_tool_call_param
import time:       743 |        743 |                 openai.types.beta.beta_computer_action_param
import time:       522 |        522 |                 openai.types.beta.beta_computer_action_list_param
import time:       267 |       1531 |               openai.types.beta.beta_response_computer_tool_call_param
import time:       292 |        292 |               openai.types.beta.beta_response_function_tool_call_param
import time:       186 |        186 |               openai.types.beta.beta_response_input_text_content_param
import time:       299 |        299 |               openai.types.beta.beta_response_function_web_search_param
import time:       194 |        194 |               openai.types.beta.beta_response_input_image_content_param
import time:       103 |        103 |               openai.types.beta.beta_response_compaction_item_param_param
import time:       215 |        215 |               openai.types.beta.beta_response_file_search_tool_call_param
import time:       161 |        161 |               openai.types.beta.beta_response_custom_tool_call_output_param
import time:       357 |        357 |               openai.types.beta.beta_response_code_interpreter_tool_call_param
import time:       293 |        293 |               openai.types.beta.beta_response_tool_search_output_item_param_param
import time:       218 |        218 |                 openai.types.beta.beta_response_input_file_content_param
import time:       219 |        436 |               openai.types.beta.beta_response_function_call_output_item_list_param
import time:       243 |        243 |               openai.types.beta.beta_response_function_shell_call_output_content_param
import time:        96 |         96 |               openai.types.beta.beta_response_computer_tool_call_output_screenshot_param
import time:      1878 |       8524 |             openai.types.beta.beta_response_input_param
import time:       239 |        239 |             openai.types.beta.beta_response_prompt_param
import time:       220 |        220 |             openai.types.beta.beta_tool_choice_mcp_param
import time:       211 |        211 |             openai.types.beta.beta_tool_choice_shell_param
import time:       426 |        426 |             openai.types.beta.beta_tool_choice_types_param
import time:       178 |        178 |             openai.types.beta.beta_tool_choice_custom_param
import time:       208 |        208 |             openai.types.beta.beta_tool_choice_allowed_param
import time:       245 |        245 |                 openai.types.beta.beta_response_format_text_json_schema_config_param
import time:       204 |        448 |               openai.types.beta.beta_response_format_text_config_param
import time:       182 |        630 |             openai.types.beta.beta_response_text_config_param
import time:       105 |        105 |             openai.types.beta.beta_tool_choice_function_param
import time:        88 |         88 |             openai.types.beta.beta_tool_choice_apply_patch_param
import time:        86 |         86 |             openai.types.beta.beta_response_conversation_param_param
import time:       853 |      12049 |           openai.types.beta.response_create_params
import time:       376 |        376 |           openai.types.beta.assistant_create_params
import time:       302 |        302 |           openai.types.beta.assistant_update_params
import time:       295 |        295 |           openai.types.beta.beta_compacted_response
import time:      1881 |       1881 |             openai.types.beta.beta_response_input_item_param
import time:       309 |       2190 |           openai.types.beta.response_compact_params
import time:       297 |        297 |           openai.types.beta.response_retrieve_params
import time:       278 |        278 |           openai.types.beta.beta_response_error_event
import time:       241 |        241 |           openai.types.beta.beta_response_failed_event
import time:       284 |        284 |           openai.types.beta.beta_response_inject_event
import time:       304 |        304 |           openai.types.beta.beta_response_queued_event
import time:       243 |        243 |             openai.types.beta.beta_response_created_event
import time:       245 |        245 |             openai.types.beta.beta_response_completed_event
import time:       963 |        963 |             openai.types.beta.beta_response_text_done_event
import time:       365 |        365 |             openai.types.beta.beta_response_audio_done_event
import time:       309 |        309 |             openai.types.beta.beta_response_incomplete_event
import time:       471 |        471 |             openai.types.beta.beta_response_text_delta_event
import time:       391 |        391 |             openai.types.beta.beta_response_audio_delta_event
import time:       296 |        296 |             openai.types.beta.beta_response_in_progress_event
import time:       318 |        318 |             openai.types.beta.beta_response_refusal_done_event
import time:       310 |        310 |             openai.types.beta.beta_response_refusal_delta_event
import time:       292 |        292 |             openai.types.beta.beta_response_mcp_call_failed_event
import time:       367 |        367 |             openai.types.beta.beta_response_output_item_done_event
import time:       494 |        494 |             openai.types.beta.beta_response_content_part_done_event
import time:       347 |        347 |             openai.types.beta.beta_response_output_item_added_event
import time:       428 |        428 |             openai.types.beta.beta_response_content_part_added_event
import time:       373 |        373 |             openai.types.beta.beta_response_mcp_call_completed_event
import time:       236 |        236 |             openai.types.beta.beta_response_reasoning_text_done_event
import time:       340 |        340 |             openai.types.beta.beta_response_mcp_call_in_progress_event
import time:       233 |        233 |             openai.types.beta.beta_response_reasoning_text_delta_event
import time:       303 |        303 |             openai.types.beta.beta_response_audio_transcript_done_event
import time:       305 |        305 |             openai.types.beta.beta_response_mcp_list_tools_failed_event
import time:       312 |        312 |             openai.types.beta.beta_response_audio_transcript_delta_event
import time:       313 |        313 |             openai.types.beta.beta_response_mcp_call_arguments_done_event
import time:       340 |        340 |             openai.types.beta.beta_response_image_gen_call_completed_event
import time:       305 |        305 |             openai.types.beta.beta_response_mcp_call_arguments_delta_event
import time:       295 |        295 |             openai.types.beta.beta_response_mcp_list_tools_completed_event
import time:       315 |        315 |             openai.types.beta.beta_response_image_gen_call_generating_event
import time:       330 |        330 |             openai.types.beta.beta_response_web_search_call_completed_event
import time:       334 |        334 |             openai.types.beta.beta_response_web_search_call_searching_event
import time:       246 |        246 |             openai.types.beta.beta_response_file_search_call_completed_event
import time:       218 |        218 |             openai.types.beta.beta_response_file_search_call_searching_event
import time:       310 |        310 |             openai.types.beta.beta_response_image_gen_call_in_progress_event
import time:       304 |        304 |             openai.types.beta.beta_response_mcp_list_tools_in_progress_event
import time:       310 |        310 |             openai.types.beta.beta_response_custom_tool_call_input_done_event
import time:       422 |        422 |             openai.types.beta.beta_response_reasoning_summary_part_done_event
import time:       360 |        360 |             openai.types.beta.beta_response_reasoning_summary_text_done_event
import time:       234 |        234 |             openai.types.beta.beta_response_web_search_call_in_progress_event
import time:       333 |        333 |             openai.types.beta.beta_response_custom_tool_call_input_delta_event
import time:       241 |        241 |             openai.types.beta.beta_response_file_search_call_in_progress_event
import time:       241 |        241 |             openai.types.beta.beta_response_function_call_arguments_done_event
import time:       349 |        349 |             openai.types.beta.beta_response_image_gen_call_partial_image_event
import time:       312 |        312 |             openai.types.beta.beta_response_output_text_annotation_added_event
import time:       394 |        394 |             openai.types.beta.beta_response_reasoning_summary_part_added_event
import time:       312 |        312 |             openai.types.beta.beta_response_reasoning_summary_text_delta_event
import time:       234 |        234 |             openai.types.beta.beta_response_function_call_arguments_delta_event
import time:       345 |        345 |             openai.types.beta.beta_response_code_interpreter_call_code_done_event
import time:       353 |        353 |             openai.types.beta.beta_response_code_interpreter_call_completed_event
import time:       558 |        558 |             openai.types.beta.beta_response_code_interpreter_call_code_delta_event
import time:       222 |        222 |             openai.types.beta.beta_response_code_interpreter_call_in_progress_event
import time:       215 |        215 |             openai.types.beta.beta_response_code_interpreter_call_interpreting_event
import time:       447 |      17112 |           openai.types.beta.beta_response_stream_event
import time:       260 |        260 |             openai.types.beta.beta_response_conversation_param
import time:      1701 |       1960 |           openai.types.beta.beta_responses_client_event
import time:       365 |        365 |             openai.types.beta.beta_response_inject_failed_event
import time:       308 |        308 |             openai.types.beta.beta_response_inject_created_event
import time:       304 |        976 |           openai.types.beta.beta_responses_server_event
import time:       556 |        556 |           openai.types.beta.thread_create_and_run_params
import time:       118 |        118 |           openai.types.beta.beta_response_inject_event_param
import time:       205 |        205 |           openai.types.beta.beta_response_input_content_param
import time:       694 |        694 |           openai.types.beta.beta_responses_client_event_param
import time:       210 |        210 |           openai.types.beta.beta_response_function_call_output_item_param
import time:       665 |     115176 |         openai.types.beta
import time:       410 |     115585 |       openai.lib.streaming._assistants
import time:        86 |     115671 |     openai.lib.streaming
import time:       572 |        572 |     openai._module_client
import time:       539 |     265823 |   openai
import time:       282 |        282 |       sqlalchemy.util.preloaded
import time:       181 |        181 |           sqlalchemy.cyextension
import time:       562 |        562 |           sqlalchemy.cyextension.collections
import time:       346 |        346 |           sqlalchemy.cyextension.immutabledict
import time:       306 |        306 |           sqlalchemy.cyextension.processors
import time:       296 |        296 |           sqlalchemy.cyextension.resultproxy
import time:     21051 |      21051 |               sqlalchemy.util.compat
import time:       672 |      21722 |             sqlalchemy.exc
import time:       312 |      22034 |           sqlalchemy.cyextension.util
import time:       252 |      23974 |         sqlalchemy.util._has_cy
import time:       740 |        740 |         sqlalchemy.util.typing
import time:       910 |      25623 |       sqlalchemy.util._collections
import time:        57 |         57 |         greenlet
import time:       152 |        209 |       sqlalchemy.util.concurrency
import time:       959 |        959 |         sqlalchemy.util.langhelpers
import time:       299 |       1257 |       sqlalchemy.util.deprecations
import time:       381 |      27749 |     sqlalchemy.util
import time:       338 |        338 |                       sqlalchemy.event.registry
import time:       244 |        582 |                     sqlalchemy.event.legacy
import time:       532 |       1113 |                   sqlalchemy.event.attr
import time:       448 |       1561 |                 sqlalchemy.event.base
import time:       256 |       1816 |               sqlalchemy.event.api
import time:       103 |       1919 |             sqlalchemy.event
import time:       361 |        361 |                   sqlalchemy.log
import time:      1016 |       1376 |                 sqlalchemy.pool.base
import time:       640 |       2016 |               sqlalchemy.pool.events
import time:       214 |        214 |                 sqlalchemy.util.queue
import time:       436 |        649 |               sqlalchemy.pool.impl
import time:       108 |       2772 |             sqlalchemy.pool
import time:       475 |        475 |                   sqlalchemy.sql.roles
import time:       354 |        354 |                   sqlalchemy.inspection
import time:      1051 |       1878 |                 sqlalchemy.sql._typing
import time:       658 |        658 |                   sqlalchemy.sql.visitors
import time:       624 |        624 |                   sqlalchemy.sql.cache_key
import time:       546 |        546 |                     sqlalchemy.sql.operators
import time:       433 |        978 |                   sqlalchemy.sql.traversals
import time:      1689 |       3947 |                 sqlalchemy.sql.base
import time:      1002 |       1002 |                   sqlalchemy.sql.coercions
import time:       433 |        433 |                         sqlalchemy.sql.annotation
import time:      1056 |       1056 |                             sqlalchemy.sql.type_api
import time:      2736 |       3791 |                           sqlalchemy.sql.elements
import time:       273 |        273 |                           sqlalchemy.util.topological
import time:      1025 |       5088 |                         sqlalchemy.sql.ddl
import time:       254 |        254 |                                 sqlalchemy.engine._py_processors
import time:       132 |        386 |                               sqlalchemy.engine.processors
import time:      2116 |       2501 |                             sqlalchemy.sql.sqltypes
import time:      3695 |       6196 |                           sqlalchemy.sql.selectable
import time:      1996 |       8191 |                         sqlalchemy.sql.schema
import time:       560 |      14271 |                       sqlalchemy.sql.util
import time:      1205 |      15475 |                     sqlalchemy.sql.dml
import time:       744 |      16218 |                   sqlalchemy.sql.crud
import time:      2263 |       2263 |                   sqlalchemy.sql.functions
import time:      2572 |      22054 |                 sqlalchemy.sql.compiler
import time:       154 |        154 |                   sqlalchemy.sql._dml_constructors
import time:       383 |        383 |                   sqlalchemy.sql._elements_constructors
import time:       295 |        295 |                   sqlalchemy.sql._selectable_constructors
import time:       581 |        581 |                   sqlalchemy.sql.lambdas
import time:       388 |       1799 |                 sqlalchemy.sql.expression
import time:       631 |        631 |                   sqlalchemy.sql.events
import time:       381 |       1011 |                 sqlalchemy.sql.naming
import time:       398 |        398 |                 sqlalchemy.sql.default_comparator
import time:      3161 |      34245 |               sqlalchemy.sql
import time:         9 |      34254 |             sqlalchemy.sql.compiler
import time:      1292 |      40235 |           sqlalchemy.engine.interfaces
import time:       295 |        295 |           sqlalchemy.engine.util
import time:      1252 |      41781 |         sqlalchemy.engine.base
import time:      1108 |      42888 |       sqlalchemy.engine.events
import time:       218 |        218 |           sqlalchemy.dialects
import time:       522 |        739 |         sqlalchemy.engine.url
import time:       199 |        199 |         sqlalchemy.engine.mock
import time:       488 |       1426 |       sqlalchemy.engine.create
import time:       521 |        521 |           sqlalchemy.engine.row
import time:      1047 |       1567 |         sqlalchemy.engine.result
import time:       619 |       2185 |       sqlalchemy.engine.cursor
import time:      1052 |       1052 |       sqlalchemy.engine.reflection
import time:       177 |      47726 |     sqlalchemy.engine
import time:       261 |        261 |     sqlalchemy.schema
import time:       267 |        267 |     sqlalchemy.types
import time:       262 |        262 |       sqlalchemy.engine.characteristics
import time:       961 |       1222 |     sqlalchemy.engine.default
import time:       493 |      77717 |   sqlalchemy
import time:        93 |         93 |                 sqlalchemy.sql._orm_types
import time:       303 |        395 |               sqlalchemy.orm._typing
import time:       649 |       1043 |             sqlalchemy.orm.base
import time:       365 |        365 |             sqlalchemy.orm.mapped_collection
import time:       683 |       2090 |           sqlalchemy.orm.collections
import time:       492 |        492 |             sqlalchemy.orm.path_registry
import time:       872 |       1363 |           sqlalchemy.orm.interfaces
import time:      1002 |       4454 |         sqlalchemy.orm.attributes
import time:      1025 |       5479 |       sqlalchemy.orm.util
import time:       372 |       5850 |     sqlalchemy.orm.exc
import time:       479 |        479 |         sqlalchemy.orm.state
import time:       607 |       1085 |       sqlalchemy.orm.instrumentation
import time:       114 |        114 |             sqlalchemy.future.engine
import time:        91 |        205 |           sqlalchemy.future
import time:       799 |       1003 |         sqlalchemy.orm.context
import time:       809 |        809 |             sqlalchemy.orm.strategy_options
import time:       616 |        616 |             sqlalchemy.orm.descriptor_props
import time:      1331 |       1331 |             sqlalchemy.orm.relationships
import time:       479 |       3234 |           sqlalchemy.orm.properties
import time:      2083 |       2083 |           sqlalchemy.orm.query
import time:       388 |        388 |           sqlalchemy.orm.unitofwork
import time:       281 |        281 |               sqlalchemy.orm.evaluator
import time:       110 |        110 |                 sqlalchemy.orm.sync
import time:       355 |        464 |               sqlalchemy.orm.persistence
import time:       575 |       1318 |             sqlalchemy.orm.bulk_persistence
import time:       122 |        122 |             sqlalchemy.orm.identity
import time:       207 |        207 |             sqlalchemy.orm.state_changes
import time:      1170 |       2815 |           sqlalchemy.orm.session
import time:       764 |       9283 |         sqlalchemy.orm.strategies
import time:       849 |      11134 |       sqlalchemy.orm.loading
import time:      1538 |      13756 |     sqlalchemy.orm.mapper
import time:       634 |        634 |     sqlalchemy.orm._orm_constructors
import time:       373 |        373 |       sqlalchemy.orm.clsregistry
import time:       783 |        783 |       sqlalchemy.orm.decl_base
import time:       987 |       2142 |     sqlalchemy.orm.decl_api
import time:       367 |        367 |       sqlalchemy.orm.writeonly
import time:       232 |        599 |     sqlalchemy.orm.dynamic
import time:       439 |        439 |       sqlalchemy.orm.scoping
import time:      2928 |       3366 |     sqlalchemy.orm.events
